Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Afternoon1Courtyard_AriaChoices_6da87f83	Narrator	Then, almost as if some magic had touched her, she perks up again.	game/script.rpy	2054	Narrator "[what]"
Afternoon1Courtyard_AriaChoices_b7949d2f	Aria	I think I'll go in there tomorrow.	game/script.rpy	2057	Aria "[what]"
Afternoon1Courtyard_AriaChoices_652bdd73	Aria	Ask away.	game/script.rpy	2063	Aria "[what]"
Afternoon1Courtyard_AriaChoices_6dd6e53c	Aria	Oh, you're going?	game/script.rpy	2069	Aria "[what]"
Afternoon1Courtyard_AriaChoices_20be273b	Aria	Well, I'll be around.	game/script.rpy	2070	Aria "[what]"
Afternoon1Forest_Attempt_e85aba55	Narrator	You walk towards the forest. A long stretch of grass acting as the threshold between the Summit and all that surrounds it.	game/script.rpy	2078	Narrator "[what]"
Afternoon1Forest_Attempt_7f76b722	Narrator	The trees seem to sway in the wind. It's just enough that you feel time passing.	game/script.rpy	2079	Narrator "[what]"
Afternoon1Forest_Attempt_6a6b8b21	Narrator	You take a step into the grass...	game/script.rpy	2080	Narrator "[what]"
Afternoon1Forest_Attempt_1160261d	Alice	No. Absolutely not. Come back here.	game/script.rpy	2082	Alice "[what]"
Afternoon1ArtificingLab_a9bd8130	Narrator	You enter the Artificing Lab.	game/script.rpy	2098	Narrator "[what]"
Afternoon1ArtificingLab_3682d40f	Narrator	It smells like burnt metal. The windows are steamed up, obscuring your view outside.	game/script.rpy	2099	Narrator "[what]"
Afternoon1ArtificingLab_b86c56b2	Narrator	As you look around, you notice Rex, hunched over a workbench. It's like he's in the centre of a tornado, with dozens of tools discarded around him.	game/script.rpy	2100	Narrator "[what]"
Afternoon1ArtificingLab_1e5842b0	Narrator	Though, as you look closer you see that the tools are organized by segments -- hammers with hammers, chisels with chisels...	game/script.rpy	2101	Narrator "[what]"
Afternoon1ArtificingLab_185e3aa3	Narrator	He turns to look at you as you step into the eye of it all.	game/script.rpy	2102	Narrator "[what]"
Afternoon1ArtificingLab_c1d5f67c	Rex	Hmm. Done with planting?	game/script.rpy	2104	Rex "[what]"
Afternoon1ArtificingLab_fc7a5263	Narrator	Before you can respond he points over at a table covered in various tools and materials.	game/script.rpy	2106	Narrator "[what]"
Afternoon1ArtificingLab_efd05c76	Rex	Pass me the graver set.	game/script.rpy	2108	Rex "[what]"
Afternoon1ArtificingLab_77c647b1	Narrator	You have no idea what that is.	game/script.rpy	2110	Narrator "[what]"
Afternoon1ArtificingLab_9971cc8c	Rex	Thanks.	game/script.rpy	2114	Rex "[what]"
Afternoon1ArtificingLab_fb64b5a5	Narrator	He shaves a mote of glowing metal and places the tool down. Turning to give you his full attention.	game/script.rpy	2116	Narrator "[what]"
Afternoon1ArtificingLab_a4fb3853	Rex	That's a needle file.	game/script.rpy	2121	Rex "[what]"
Afternoon1ArtificingLab_346e5d4a	Narrator	He drops the tool in his hand and moves past you to grab another.	game/script.rpy	2123	Narrator "[what]"
Afternoon1ArtificingLab_64e04284	Narrator	As he passes, you notice that the smells like solder.	game/script.rpy	2124	Narrator "[what]"
Afternoon1ArtificingLab_9e3efbaf	Narrator	When he returns, he places his back against the workbench, giving you his full attention.	game/script.rpy	2125	Narrator "[what]"
Afternoon1ArtificingLab_7ba6bc08	Rex	That's a jeweler's hammer.	game/script.rpy	2130	Rex "[what]"
Afternoon1ArtificingLab_346e5d4a_1	Narrator	He drops the tool in his hand and moves past you to grab another.	game/script.rpy	2132	Narrator "[what]"
Afternoon1ArtificingLab_64e04284_1	Narrator	As he passes, you notice that the smells like solder.	game/script.rpy	2133	Narrator "[what]"
Afternoon1ArtificingLab_9e3efbaf_1	Narrator	When he returns, he places his back against the workbench, giving you his full attention.	game/script.rpy	2134	Narrator "[what]"
Afternoon1ArtificingLab_36debb80	Rex	I needed a break anyway.	game/script.rpy	2137	Rex "[what]"
Afternoon1ArtificingLab_Choices_3573e171	Rex	What do you need?	game/script.rpy	2143	Rex "[what]"
Afternoon1ArtificingLab_Artifice_4df31462	Rex	Artifice... it's machines and crap.	game/script.rpy	2163	Rex "[what]"
Afternoon1ArtificingLab_Artifice_da763628	Rex	Magic machines.	game/script.rpy	2164	Rex "[what]"
Afternoon1ArtificingLab_Artifice_58c57968	Rex	Automating crap, but also augmenting spells...	game/script.rpy	2165	Rex "[what]"
Afternoon1ArtificingLab_Artifice_4218d1a0	Rex	...basically anything that alters magic with a machine is Artifice.	game/script.rpy	2166	Rex "[what]"
Afternoon1ArtificingLab_Artifice_0b86d4ef	Rex	You aren't prepared at all, are you?	game/script.rpy	2167	Rex "[what]"
Afternoon1ArtificingLab_Artifice_f43f124f	Rex	You'll be fine but you're asking me what Artifice is.	game/script.rpy	2170	Rex "[what]"
Afternoon1ArtificingLab_Artifice_acb8f6c3	Rex	At least own up to it, loser.	game/script.rpy	2171	Rex "[what]"
Afternoon1ArtificingLab_Artifice_408b694c	Rex	Ha. You're honest, at least.	game/script.rpy	2176	Rex "[what]"
Afternoon1ArtificingLab_Artifice_964518c9	Rex	Only tip I can give is to use good materials and figure out the stuff you can make soon, so you're prepped.	game/script.rpy	2177	Rex "[what]"
Afternoon1ArtificingLab_Artifice_67f9038b	Rex	Artificing is simple... so long as you know what tools to use and what you're making.	game/script.rpy	2178	Rex "[what]"
Afternoon1ArtificingLab_Artifice_718b74f4	Rex	My sister used to bake a lot... it's kinda like that.	game/script.rpy	2179	Rex "[what]"
Afternoon1ArtificingLab_Artifice_2f6df6b9	Rex	Anyway... the exams isn't for a few days.	game/script.rpy	2182	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_77a1621c	Rex	This? It's just some practice.	game/script.rpy	2187	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_c7b458c8	Rex	It doesn't explode... if that's what you're worried about.	game/script.rpy	2188	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_17ed618f	Rex	I wanted to make a something to water my plants every day...	game/script.rpy	2189	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_c6d90d8d	Rex	Means I can sleep in.	game/script.rpy	2190	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_63b70aa7	Rex	Maybe I can submit it for my Artificing Exam. That way I don't have to think about all this exam crap.	game/script.rpy	2191	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_cb475fc9	Rex	You don't sound convinced... then again, ain't my job to convince you.	game/script.rpy	2194	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_f9b61fd2	Rex	Never seems to be. Not like I'm trying to laze about but a guy needs rest.	game/script.rpy	2197	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_5c332a73	Rex	We've been on a strict schedule for years now, course I've figured out ways to make that easier.	game/script.rpy	2198	Rex "[what]"
Afternoon1ArtificingLab_WorkingOn_58580c07	Rex	Outside of... you know, just rebelling.	game/script.rpy	2199	Rex "[what]"
Afternoon1ArtificingLab_Explore_509f08d7	Narrator	You take a look around the Artificing Lab.	game/script.rpy	2205	Narrator "[what]"
Afternoon1ArtificingLab_Explore_55741a1e	Narrator	There are a few messy tables and workstations -- tools placed in methodical spots.	game/script.rpy	2206	Narrator "[what]"
Afternoon1ArtificingLab_Explore_f97941a1	Narrator	In one of the corners, you notice a few scrolls, one of which is loose.	game/script.rpy	2207	Narrator "[what]"
Afternoon1ArtificingLab_Explore_61ed5f12	Narrator	As you move over to it, unrolling one, you see that it's a blueprint of some sort of artifice.	game/script.rpy	2208	Narrator "[what]"
Afternoon1ArtificingLab_Explore_cebd5ccf	Narrator	The Light Machine	game/script.rpy	2209	Narrator "[what]"
Afternoon1ArtificingLab_Explore_6922afdd	Narrator	You stash it in your bag.	game/script.rpy	2215	Narrator "[what]"
Afternoon1ArtificingLab_Explore_8c0353f8	Narrator	You also notice a few tools, scattered about the workstations.	game/script.rpy	2221	Narrator "[what]"
Afternoon1ArtificingLab_Explore_1fa4b19d	Narrator	They seem to be specialized for artificing tasks, with intricate designs and a well-used appearance.	game/script.rpy	2222	Narrator "[what]"
Afternoon1ArtificingLab_Explore_60556618	Narrator	You might be able to use them if you need to work on any artifice projects.	game/script.rpy	2223	Narrator "[what]"
Afternoon1ArtificingLab_Explore_15f33079	Narrator	You could work on the Light Machine... though you aren't sure if you should dedicate time to it this early on.	game/script.rpy	2225	Narrator "[what]"
Afternoon1ArtificingLab_Explore_8a59aa2b	Narrator	You don't have a project to work on yet.	game/script.rpy	2228	Narrator "[what]"
Afternoon1ArtificingLab_Explore_6351c39a	Narrator	You move on.	game/script.rpy	2230	Narrator "[what]"
Night1DecisionMenu_aa40c35a	Narrator	You feel tired. Looking around you see the rest of the students sitting around the dorm. Some studying, others already in bed with their curtains drawn.	game/script.rpy	2246	Narrator "[what]"
Night1DecisionMenu_ac6f72a9	Narrator	What do want to do?	game/script.rpy	2247	Narrator "[what]"
Night1DecisionMenu_a169e508	Narrator	Tao's curtain's are drawn, but you hear pages turning behind it.	game/script.rpy	2252	Narrator "[what]"
Night1DecisionMenu_6ad10f81	Narrator	You clear your throat.	game/script.rpy	2253	Narrator "[what]"
Night1DecisionMenu_0fecd57a	Tao	I'm busy. Shoo.	game/script.rpy	2255	Tao "[what]"
Night1DecisionMenu_8a1dc732	Narrator	Aria sits on her bed, staring out the window. In the distance, you see the trees wave in the wind.	game/script.rpy	2261	Narrator "[what]"
Night1DecisionMenu_5741d200	Aria	Shame curfew is so early. Night time is when nature is most itself.	game/script.rpy	2263	Aria "[what]"
Night1DecisionMenu_5f45bfa8	Aria	Did you need something?	game/script.rpy	2264	Aria "[what]"
Night1DecisionMenu_5752ec57	Aria	I'm okay. Not tired enough to sleep but not daring enough to sneak out like Rex.	game/script.rpy	2268	Aria "[what]"
Night1DecisionMenu_7ce1caa8	Aria	Obviously. He's a night owl, these are the hours he's most active..	game/script.rpy	2271	Aria "[what]"
Night1DecisionMenu_42b8ef6a	Aria	I haven't checked, but his curtain hasn't moved in a while and last night I heard him snoring...	game/script.rpy	2272	Aria "[what]"
Night1DecisionMenu_c0ba5da6	Aria	It's only logical that he's out in the castle.	game/script.rpy	2273	Aria "[what]"
Night1DecisionMenu_6d047747	Aria	I should've asked him to bring me a book from the library or something. I'm bored out of my mind.	game/script.rpy	2274	Aria "[what]"
Night1DecisionMenu_a448e53c	Aria	I wouldn't want you to get in trouble.	game/script.rpy	2279	Aria "[what]"
Night1DecisionMenu_352bedfa	Aria	If you do go out... please. Something fictional. Maybe uplifting.	game/script.rpy	2280	Aria "[what]"
Night1DecisionMenu_8e665d92	Aria	Learned my lesson...	game/script.rpy	2283	Aria "[what]"
Night1DecisionMenu_266bd78b	Narrator	Aria is still sat on her bed when you enter the room.	game/script.rpy	2287	Narrator "[what]"
Night1DecisionMenu_93918f79	Aria	Oh, hi. Did you want something?	game/script.rpy	2289	Aria "[what]"
Night1DecisionMenu_e40dcb69	Aria	Oh, that's so kind.	game/script.rpy	2292	Aria "[what]"
Night1DecisionMenu_c808c0a2	Narrator	She takes the book and opens it.	game/script.rpy	2295	Narrator "[what]"
Night1DecisionMenu_7245b0c5	Narrator	You can tell she's tired, but she turns to page 1.	game/script.rpy	2296	Narrator "[what]"
Night1DecisionMenu_618999d2	Aria	Just a chapter. I'm bored, you know?	game/script.rpy	2300	Aria "[what]"
Night1DecisionMenu_6c9ee4bb	Aria	Did you mean to get me something this...	game/script.rpy	2301	Aria "[what]"
Night1DecisionMenu_e55cad38	Aria	Know what, nevermind. I need something this... trashy.	game/script.rpy	2302	Aria "[what]"
Night1DecisionMenu_1e469a9d	Narrator	Melody sits by her desk, writing in her diary.	game/script.rpy	2314	Narrator "[what]"
Night1DecisionMenu_7a39492e	Melody	Hey... nice to see you stay up late too.	game/script.rpy	2316	Melody "[what]"
Night1DecisionMenu_eaa58813	Melody	I'm usually in bed pretty early, but I spend a lot of time reading under the covers.	game/script.rpy	2318	Melody "[what]"
Night1DecisionMenu_bb376686	Melody	Not saying you have to be quiet if you're walking around, I sleep like the dead.	game/script.rpy	2319	Melody "[what]"
Night1DecisionMenu_ae4c0684	Melody	Honestly, learning that light spell back at the Scholomance made my life a million times easier.	game/script.rpy	2320	Melody "[what]"
Night1DecisionMenu_df2696df	Melody	Yeah… wait, do you not know it? Maybe you missed that class, I should have it somewhere in my bag.	game/script.rpy	2323	Melody "[what]"
Night1DecisionMenu_b0bb0604	Melody	Here it is.	game/script.rpy	2325	Melody "[what]"
Night1DecisionMenu_f92a6286	Melody	No worries. Is there something you wanted to talk about? You know, since you're here and all?	game/script.rpy	2328	Melody "[what]"
Night1DecisionMenu_bbad340e	Melody	Well, we'll chat tomorrow, I guess.	game/script.rpy	2334	Melody "[what]"
Night1DecisionMenu_a9c7749f	Melody	I'm a little unsettled tonight. Dunno why. Maybe I'm just worried about my plants.	game/script.rpy	2338	Melody "[what]"
Night1DecisionMenu_5773e110	Melody	One more thing we don't have that much control over, you know?	game/script.rpy	2339	Melody "[what]"
Night1DecisionMenu_59d7cac5	Melody	Oh I'm sure.	game/script.rpy	2342	Melody "[what]"
Night1DecisionMenu_e5238f19	Melody	I don't think there's anything happening tomorrow...	game/script.rpy	2343	Melody "[what]"
Night1DecisionMenu_999b7a3c	Melody	Pretty sure the Artificing exam is the day after tomorrow, though... which is worrying.	game/script.rpy	2344	Melody "[what]"
Night1DecisionMenu_d67abcd7	Melody	Not sure what I'm making for that... guess I'll find out.	game/script.rpy	2345	Melody "[what]"
Night1DecisionMenu_81c86cb7	Melody	Either way, I'll let you get some sleep.	game/script.rpy	2346	Melody "[what]"
Night1DecisionMenu_9be1e4b1	Melody	Oh, sure thing. Good night!	game/script.rpy	2349	Melody "[what]"
Night1DecisionMenu_38b9c2ed	Narrator	Rex's curtains are drawn. You hear nothing behind them.	game/script.rpy	2355	Narrator "[what]"
Night1DecisionMenu_1b8d5e14	Narrator	You know he's not there.	game/script.rpy	2359	Narrator "[what]"
Night1DecisionMenu_898a099b	Narrator	You wonder where he snuck off to...	game/script.rpy	2360	Narrator "[what]"
Night1DecisionMenu_049677e4	Narrator	Xander is sitting on his bed, staring at the wall.	game/script.rpy	2371	Narrator "[what]"
Night1DecisionMenu_915fc002	Narrator	He looks deep in thought.	game/script.rpy	2372	Narrator "[what]"
Night1DecisionMenu_abefb299	Xander	I'm okay. I'm going to be up all night studying again...	game/script.rpy	2376	Xander "[what]"
Night1DecisionMenu_f6c4e4c2	Xander	Don't let me keep you up.	game/script.rpy	2377	Xander "[what]"
Night1DecisionMenu_98d53b2c	Xander	Right...	game/script.rpy	2380	Xander "[what]"
Night1DecisionMenu_2a7ab246	Xander	Must be nice.	game/script.rpy	2381	Xander "[what]"
Night1DecisionMenu_fb272435	Xander	There's nothing to help with. Unless you can somehow fix my idiot brain so I can pass.	game/script.rpy	2385	Xander "[what]"
Night1DecisionMenu_e2e01e41	Xander	I won't keep you.	game/script.rpy	2387	Xander "[what]"
Night1DecisionMenu_1602ce0d	Narrator	You pull your curtains closed and exit the dormitory.	game/script.rpy	2395	Narrator "[what]"
Night1DecisionMenu_a46d7425	Narrator	You pull the covers over you, looking up at the ceiling as it lulls you to sleep.	game/script.rpy	2401	Narrator "[what]"
Night1DecisionMenu_78cdb84a	Narrator	Moments after your eyes are closed, you fall asleep.	game/script.rpy	2402	Narrator "[what]"
Night1SneakDecision_f46eb247	Narrator	You enter the corridor, the dormitory door closing behind you.	game/script.rpy	2419	Narrator "[what]"
Night1SneakDecision_aacc4820	Narrator	It's cold, and in the dark you can only make out distant shapes.	game/script.rpy	2420	Narrator "[what]"
Night1SneakDecision_de88239b	Narrator	You know you won't be able to explore without some form of light.	game/script.rpy	2421	Narrator "[what]"
Night1SneakDecision_bc03d21a	Narrator	You ignite a white orb of light in your hand, casting stark shadows along the walls.	game/script.rpy	2425	Narrator "[what]"
Night1SneakDecision_e61ced14	Narrator	You're thrilled, you realise. Your heart's racing.	game/script.rpy	2426	Narrator "[what]"
Night1SneakDecision_68f451fa	Narrator	You wonder where you should explore...	game/script.rpy	2427	Narrator "[what]"
Night1SneakDecision_63f0c2fb	Narrator	Eileen is in there.	game/script.rpy	2432	Narrator "[what]"
Night1SneakDecision_cb284282	Narrator	It's better you don't get caught.	game/script.rpy	2433	Narrator "[what]"
Night1SneakDecision_8a21eaa2	Narrator	You can't see anything. It's too dangerous to go ahead without light.	game/script.rpy	2465	Narrator "[what]"
Night1SneakDecision_5c10dd5f	Narrator	You turn around.	game/script.rpy	2466	Narrator "[what]"
Night1Library_5918e41d	Narrator	The library door is warm as you open it. Roots and vines from the greenhouse seem to have slowly made their way inside overnight.	game/script.rpy	2478	Narrator "[what]"
Night1Library_1fa493cc	Narrator	You wonder if someone's plant has gone haywire.	game/script.rpy	2479	Narrator "[what]"
Night1Library_f2d26675	Narrator	Brushing them aside, you push in.	game/script.rpy	2480	Narrator "[what]"
Night1Library_ab5d1f08	Narrator	Carrying the light in your hands, you scan the room.	game/script.rpy	2481	Narrator "[what]"
Night1Library_9e2b8894	Narrator	You remember Aria mentioning she wanted a book.	game/script.rpy	2484	Narrator "[what]"
Night1Library_553a5367	Narrator	You look around, wondering if you can find something for her.	game/script.rpy	2485	Narrator "[what]"
Night1Library_047cad7c	Narrator	After a few moments of looking, you come across a tattered paperback, clearly left by a former student, or perhaps a staff member.	game/script.rpy	2486	Narrator "[what]"
Night1Library_283f5306	Narrator	It's certainly nothing academic...	game/script.rpy	2487	Narrator "[what]"
Night1Library_e304a77c	Narrator	The blurb reads:	game/script.rpy	2488	Narrator "[what]"
Night1Library_ac3b9a00		Depressed after a bad breakup, a man falls in love with the ghost haunting his house...	game/script.rpy	2489	"[what]"
Night1Library_5665952d	Narrator	You pick it up.	game/script.rpy	2490	Narrator "[what]"
Night1Library_9762836d	Narrator	The silence is almost welcoming. The eerie feeling you had when you last visited has evaporated into solace.	game/script.rpy	2496	Narrator "[what]"
Night1Library_08b49bc8	Narrator	Rather than feeling the dread of being watched, you feel like you're centre-stage, with a hundred eyes watching you.	game/script.rpy	2497	Narrator "[what]"
Night1Library_f2a4c963	Narrator	Perhaps the books have eyes...	game/script.rpy	2498	Narrator "[what]"
Night1Library_2d466e6e	Narrator	You turn your gaze to the Archive door.	game/script.rpy	2499	Narrator "[what]"
Night1Library_51eda8c4	Narrator	You try the unlock spell.	game/script.rpy	2501	Narrator "[what]"
Night1Library_5ffd853e	Narrator	As expected, nothing happens.	game/script.rpy	2502	Narrator "[what]"
Night1Library_9364b0b7	Narrator	You're certain it needs something else to open...	game/script.rpy	2503	Narrator "[what]"
Night1Library_c5d9f53a	Narrator	You pull on the lock.	game/script.rpy	2506	Narrator "[what]"
Night1Library_d624652f	Narrator	It doesn't budge.	game/script.rpy	2507	Narrator "[what]"
Night1Library_fec1b3a8	Narrator	You check the stacks for anything of interest...	game/script.rpy	2509	Narrator "[what]"
Night1Library_5fc3b0f9	Narrator	...Finding nothing new. You're content with .	game/script.rpy	2511	Narrator "[what]"
Night1Library_e55f27a3	Narrator	You check for the books on botany, all of which seem somewhat tattered and dated.	game/script.rpy	2515	Narrator "[what]"
Night1Library_89dd1c15	Narrator	Not by misuse, or a lack of care, but by age.	game/script.rpy	2516	Narrator "[what]"
Night1Library_e4cff3b3	Narrator	It seems as though every book in this library comes with it's own layer of dust.	game/script.rpy	2517	Narrator "[what]"
Night1Library_f75c3243	Narrator	It doesn't help that parts of the wooden floor seem to have warped over years, leaving some bookshelves angular.	game/script.rpy	2518	Narrator "[what]"
Night1Library_86fb38c8	Narrator	Nevertheless, you poke around until -- trying not to disturb Tao, who seems very aware of your presence.	game/script.rpy	2519	Narrator "[what]"
Night1Library_82069848	Narrator	You find a few books that seem relevant to your needs.	game/script.rpy	2520	Narrator "[what]"
Night1Library_BotanyBooks_7749039d	Narrator	Overall, the Illustrated Botanical is exactly what it says on the cover.	game/script.rpy	2526	Narrator "[what]"
Night1Library_BotanyBooks_b154f07c	Narrator	A list of local flora and garden plants you're vaguely aware of with instruction on how to tend to them.	game/script.rpy	2527	Narrator "[what]"
Night1Library_BotanyBooks_cd054e74	Narrator	You saw Winged Jasmine and Moon Melon as a part of that.	game/script.rpy	2528	Narrator "[what]"
Night1Library_BotanyBooks_53e05aa7	Narrator	This book seems to go into not plants such as Snapjaw Orchids and Winged Jasmine, but also their applications.	game/script.rpy	2534	Narrator "[what]"
Night1Library_BotanyBooks_dbf69857	Narrator	There's a section on potions that you'd imagine would be quite useful.	game/script.rpy	2535	Narrator "[what]"
Night1Library_BotanyBooks_0c14d915	Narrator	The book seems to be a catalogue of carnivorous plants found in the wilds of Viordia.	game/script.rpy	2541	Narrator "[what]"
Night1Library_BotanyBooks_bae51b70	Narrator	More than that, it has a few lists of historical uses for these plants.	game/script.rpy	2542	Narrator "[what]"
Night1Library_BotanyBooks_18be1137	Narrator	You see Sanguine Lily mentioned here, as well as a few other plants you don't recognise.	game/script.rpy	2543	Narrator "[what]"
Night1Library_BotanyBooks_3e5fb1bc	Narrator	Sanguine Lily is mentioned as requiring blood in it's rearing.	game/script.rpy	2544	Narrator "[what]"
Night1Library_BotanyBooks_2d179a54	Narrator	Not much, but enough to make you queezy.	game/script.rpy	2545	Narrator "[what]"
Night1Library_BotanyBooks_e4863ae2	Narrator	You close the book.	game/script.rpy	2546	Narrator "[what]"
Night1Library_BotanyBooks_4dc723b6	Narrator	You know that you can only take one. The system this place seems to use is the same as in the Scholomance.	game/script.rpy	2551	Narrator "[what]"
Night1Library_BotanyBooks_43353533	Narrator	One book can be withdrawn per pupil.	game/script.rpy	2552	Narrator "[what]"
Night1Library_BotanyBooks_d3815112	Narrator	Which book do you take?	game/script.rpy	2553	Narrator "[what]"
Night1Library_BotanyBooks_ccd4074a	Narrator	You take the book and head to the checkout desk.	game/script.rpy	2560	Narrator "[what]"
Night1Library_BotanyBooks_8414ac3d	Narrator	As you approach, you feel the book pulled onto the counter, where an invisible hand stamps the inner page and pushes it back to you..	game/script.rpy	2561	Narrator "[what]"
Night1Library_BotanyBooks_ccd4074a_1	Narrator	You take the book and head to the checkout desk.	game/script.rpy	2569	Narrator "[what]"
Night1Library_BotanyBooks_8414ac3d_1	Narrator	As you approach, you feel the book pulled onto the counter, where an invisible hand stamps the inner page and pushes it back to you..	game/script.rpy	2570	Narrator "[what]"
Night1Library_BotanyBooks_ccd4074a_2	Narrator	You take the book and head to the checkout desk.	game/script.rpy	2578	Narrator "[what]"
Night1Library_BotanyBooks_8414ac3d_2	Narrator	As you approach, you feel the book pulled onto the counter, where an invisible hand stamps the inner page and pushes it back to you..	game/script.rpy	2579	Narrator "[what]"
Night1Library_BotanyBooks_c904044d	Narrator	The spell casts eerie light over the library. The silence seems uncanny as you step inside -- looking over the stacks of thick books and tomes.	game/script.rpy	2592	Narrator "[what]"
Night1Library_BotanyBooks_9ad831e9	Narrator	Shadows dance along the walls -- remnants clouds through the skylight.	game/script.rpy	2593	Narrator "[what]"
Night1Library_BotanyBooks_4d62c0d9	Narrator	Despite the prickly feeling on your neck, you know you're alone.	game/script.rpy	2594	Narrator "[what]"
Night1Library_BotanyBooks_de185ad8	Narrator	In the distance, you notice a gated door, a great padlock stopping you.	game/script.rpy	2595	Narrator "[what]"
Night1Library_BotanyBooks_ac861978	Narrator	Yet you cant help but approach it. There's an aura to it, as though moving towards honey-scented wood.	game/script.rpy	2596	Narrator "[what]"
Night1Library_BotanyBooks_f8017d83	Narrator	You can feel great magic, as though spectral fingers are luring you closer. Twisting and spiralling.	game/script.rpy	2597	Narrator "[what]"
Night1Library_BotanyBooks_f29f481d	Narrator	You breathe it in...	game/script.rpy	2598	Narrator "[what]"
Night1Library_BotanyBooks_1436d913	Narrator	Whatever is behind the door is old magic.	game/script.rpy	2599	Narrator "[what]"
Night1Library_BotanyBooks_5d494cc1	Narrator	Those scents, dewdrops on grass, honey warmed up, feel intrinsic to you.	game/script.rpy	2600	Narrator "[what]"
Night1Library_BotanyBooks_12c8af93	Narrator	They feel intimate.	game/script.rpy	2601	Narrator "[what]"
Night1Library_BotanyBooks_607ebb2c	Narrator	More apart of you than your beating heart.	game/script.rpy	2602	Narrator "[what]"
Night1Library_BotanyBooks_e79e9aa4	Narrator	You lift your light higher and look over the old paper label above the door.	game/script.rpy	2603	Narrator "[what]"
Night1Library_BotanyBooks_325842f9	Narrator	The Archives.	game/script.rpy	2604	Narrator "[what]"
Night1Library_BotanyBooks_99306cf3	Narrator	The chains are strong. The lock seems unbreakable.	game/script.rpy	2610	Narrator "[what]"
Night1Library_BotanyBooks_77bc0a96	Narrator	You need a key.	game/script.rpy	2611	Narrator "[what]"
Night1Library_BotanyBooks_84c8d76d	Narrator	You kill the urge to move closer. You don't know where you find the determination.	game/script.rpy	2616	Narrator "[what]"
Night1Library_BotanyBooks_907f6b76	Narrator	You know there is nothing for you here.	game/script.rpy	2617	Narrator "[what]"
Night1Library_BotanyBooks_2dc18bed	Narrator	Nothing yet...	game/script.rpy	2618	Narrator "[what]"
Night1Library_BotanyBooks_17da4257	Narrator	The moonlight reminds you how late it's getting. You head back to the corridor.	game/script.rpy	2622	Narrator "[what]"
Night1Atrium_6c7d08dc	Narrator	The atrium is quiet on this night. Even the moons don't make a noise as they bob -- their light is dimmer than you remember.	game/script.rpy	2633	Narrator "[what]"
Night1Atrium_04230c4d	Narrator	You see the grate, even in the darkness. It's a dull silver, with repeating spiral patterns etched into it.	game/script.rpy	2634	Narrator "[what]"
Night1Atrium_9e812bee	Narrator	You hear steps in water... you know it waits for you.	game/script.rpy	2635	Narrator "[what]"
Night1Atrium_186bed18	Narrator	You shuffle close to it -- confident partly, that whatever it is is trapped down there.	game/script.rpy	2640	Narrator "[what]"
Night1Atrium_1c17b563	Narrator	With bated breath, you lean over the edge.	game/script.rpy	2641	Narrator "[what]"
Night1Atrium_70ce32d8		slosh, slosh, slosh...	game/script.rpy	2645	"[what]"
Night1Atrium_2f511794	NotAlice	Good evening...	game/script.rpy	2646	NotAlice "[what]"
Night1Atrium_81d20876	Narrator	You see the doll come into view, it's porcelain skin glistening as shafts of moonlight pierce the shadows.	game/script.rpy	2648	Narrator "[what]"
Night1Atrium_d3bb22de	Narrator	Its eyes, dark and empty, seem to follow your every movement.	game/script.rpy	2649	Narrator "[what]"
Night1Atrium_643949b6	NotAlice	You took your time. I was getting close to sending out a search party.	game/script.rpy	2652	NotAlice "[what]"
Night1Atrium_2b1ea3c9	NotAlice	Did... you... Find... Inquisitor Alice?	game/script.rpy	2653	NotAlice "[what]"
Night1Atrium_3d24c7ab	NotAlice	...past curfew... ancient place.	game/script.rpy	2656	NotAlice "[what]"
Night1Atrium_d274702d	Narrator	You can feel the dolls gaze on you. It feels like being watched by a viper.	game/script.rpy	2658	Narrator "[what]"
Night1Atrium_3d24c7ab_1	NotAlice	...past curfew... ancient place.	game/script.rpy	2660	NotAlice "[what]"
Night1Atrium_8a6223f6	Narrator	The doll lift it's hands, pointing a delicate finger past you and through the grate.	game/script.rpy	2662	Narrator "[what]"
Night1Atrium_3e0194de	Narrator	It's direction lands at the door.	game/script.rpy	2663	Narrator "[what]"
Night1Atrium_5b534b88	Narrator	The doll moves out of view. You hear footsteps moving away from you.	game/script.rpy	2668	Narrator "[what]"
Night1Atrium_f3f69def	Narrator	The moons return to their usual brightness... you squint, unaccustomed to the light.	game/script.rpy	2669	Narrator "[what]"
Night1Atrium_fc155255	Narrator	You wait a while... but the doll doesn't return.	game/script.rpy	2670	Narrator "[what]"
Night1Atrium_28fab8da	Narrator	Still... you can't help but wonder if there's a way out you aren't considering.	game/script.rpy	2671	Narrator "[what]"
Night1Atrium_7ce141ca	Narrator	You take a moment to survey the room. Moving cautiously through the dark towards the doorway.	game/script.rpy	2676	Narrator "[what]"
Night1Atrium_d5fad9aa	Narrator	It's locked, you quickly realise.	game/script.rpy	2677	Narrator "[what]"
